Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Region,Product,Category,Quantity,Unit_Price,Discount,Sales,Profit
103159,2025-06-20,C1066,Customer_391,Ahmedabad,Gujarat,West,Keyboard,Electronics,7,1500,0,10500.0,1681.68
103160,2025-01-20,C3292,Customer_1584,Chennai,Tamil Nadu,South,Pen,Stationery,8,25,20,160.0,37.38
103161,2025-10-20,C7524,Customer_805,Chennai,Tamil Nadu,South,Chair,Furniture,2,4500,5,8550.0,2107.28
103162,2025-10-12,C3361,Customer_2369,Chennai,Tamil Nadu,South,Monitor,Electronics,7,14000,5,93100.0,12565.1
103163,2025-07-30,C4133,Customer_2449,Delhi,Delhi,North,Pen,Stationery,5,25,10,112.5,23.36
103164,2025-11-04,C1185,Customer_882,Mumbai,Maharashtra,West,Monitor,Electronics,3,14000,20,33600.0,7603.6
103165,2025-04-23,C3974,Customer_2630,Kolkata,West Bengal,East,Desk,Furniture,9,8500,0,76500.0,19040.15
103166,2026-02-24,C8397,Customer_2754,Kolkata,West Bengal,East,Pen,Stationery,5,25,20,100.0,15.82
103167,2025-08-14,C2817,Customer_135,Bengaluru,Karnataka,South,Pen,Stationery,9,25,5,213.75,25.04
103168,2025-01-29,C2861,Customer_1644,Mumbai,Maharashtra,West,Pen,Stationery,2,25,5,47.5,6.63
103169,2025-03-25,C4189,Customer_928,Hyderabad,Telangana,South,Desk,Furniture,10,8500,0,85000.0,17802.5
103170,2026-03-06,C8897,Customer_2691,Hyderabad,Telangana,South,Desk,Furniture,5,8500,5,40375.0,6498.78
103171,2025-09-29,C2451,Customer_2984,Hyderabad,Telangana,South,Desk,Furniture,9,8500,0,76500.0,9780.22
103172,2025-02-08,C2210,Customer_1029,Bengaluru,Karnataka,South,Mouse,Electronics,7,700,15,4165.0,758.38
103173,2025-03-27,C1408,Customer_195,Mumbai,Maharashtra,West,Mouse,Electronics,7,700,0,4900.0,1204.44
103174,2026-03-04,C7832,Customer_488,Chennai,Tamil Nadu,South,Keyboard,Electronics,1,1500,5,1425.0,242.3
103175,2025-09-10,C5783,Customer_592,Kolkata,West Bengal,East,Laptop,Electronics,2,55000,20,88000.0,16049.24
103176,2025-12-04,C5953,Customer_2268,Mumbai,Maharashtra,West,Chair,Furniture,5,4500,20,18000.0,4179.68
103177,2025-03-18,C7970,Customer_252,Chennai,Tamil Nadu,South,Keyboard,Electronics,1,1500,5,1425.0,191.34
103178,2026-01-27,C1962,Customer_328,Ahmedabad,Gujarat,West,Mouse,Electronics,8,700,20,4480.0,434.32
103179,2025-04-29,C4330,Customer_554,Pune,Maharashtra,West,Monitor,Electronics,2,14000,0,28000.0,6003.81
103180,2026-04-21,C1070,Customer_662,Mumbai,Maharashtra,West,Desk,Furniture,1,8500,5,8075.0,1062.57
103181,2026-04-16,C5900,Customer_1299,Mumbai,Maharashtra,West,Desk,Furniture,2,8500,0,17000.0,1742.98
103182,2026-03-23,C8805,Customer_2090,Delhi,Delhi,North,Monitor,Electronics,2,14000,20,22400.0,2603.59
103183,2025-07-12,C2175,Customer_979,Pune,Maharashtra,West,Monitor,Electronics,7,14000,10,88200.0,19953.63
103184,2025-04-24,C7208,Customer_501,Mumbai,Maharashtra,West,Laptop,Electronics,8,55000,10,396000.0,73059.33
103185,2025-10-18,C1784,Customer_312,Chennai,Tamil Nadu,South,Keyboard,Electronics,4,1500,5,5700.0,571.28
103186,2026-02-25,C8099,Customer_2712,Hyderabad,Telangana,South,Mouse,Electronics,6,700,5,3990.0,544.05
103187,2025-12-19,C6523,Customer_685,Delhi,Delhi,North,Pen,Stationery,2,25,15,42.5,7.36
103188,2025-01-03,C3276,Customer_2593,Pune,Maharashtra,West,Keyboard,Electronics,8,1500,10,10800.0,2504.32
103189,2026-04-23,C9893,Customer_2447,Pune,Maharashtra,West,Desk,Furniture,8,8500,0,68000.0,16239.78
103190,2026-06-03,C4619,Customer_240,Chennai,Tamil Nadu,South,Notebook,Stationery,7,120,15,714.0,130.5
103191,2025-12-15,C8089,Customer_1850,Bengaluru,Karnataka,South,Notebook,Stationery,2,120,20,192.0,47.69
103192,2026-06-01,C5853,Customer_597,Pune,Maharashtra,West,Pen,Stationery,4,25,10,90.0,12.77
103193,2026-02-18,C3183,Customer_2677,Delhi,Delhi,North,Monitor,Electronics,2,14000,15,23800.0,2535.43
103194,2025-01-09,C8805,Customer_93,Pune,Maharashtra,West,Pen,Stationery,6,25,0,150.0,18.6
103195,2025-08-16,C1083,Customer_1549,Bengaluru,Karnataka,South,Mouse,Electronics,5,700,10,3150.0,311.56
103196,2026-06-09,C8292,Customer_421,Kolkata,West Bengal,East,Keyboard,Electronics,5,1500,0,7500.0,1604.0
103197,2025-03-02,C5455,Customer_411,Bengaluru,Karnataka,South,Laptop,Electronics,7,55000,15,327250.0,56304.74
103198,2026-02-22,C3760,Customer_788,Ahmedabad,Gujarat,West,Keyboard,Electronics,9,1500,5,12825.0,1042.8
103199,2025-05-27,C3426,Customer_742,Mumbai,Maharashtra,West,Mouse,Electronics,6,700,5,3990.0,414.17
103200,2026-04-28,C6353,Customer_638,Delhi,Delhi,North,Keyboard,Electronics,5,1500,0,7500.0,1283.46
103201,2025-02-02,C1021,Customer_1118,Hyderabad,Telangana,South,Notebook,Stationery,10,120,20,960.0,173.98
103202,2025-04-29,C4738,Customer_1528,Mumbai,Maharashtra,West,Laptop,Electronics,9,55000,10,445500.0,69900.33
103203,2025-11-18,C4182,Customer_1306,Mumbai,Maharashtra,West,Mouse,Electronics,4,700,10,2520.0,487.35
103204,2025-01-08,C8154,Customer_1185,Ahmedabad,Gujarat,West,Keyboard,Electronics,3,1500,20,3600.0,650.33
103205,2026-04-21,C9588,Customer_985,Mumbai,Maharashtra,West,Notebook,Stationery,8,120,20,768.0,189.46
103206,2025-01-25,C5916,Customer_420,Bengaluru,Karnataka,South,Keyboard,Electronics,9,1500,0,13500.0,3034.16
103207,2025-12-07,C3068,Customer_2092,Chennai,Tamil Nadu,South,Notebook,Stationery,4,120,10,432.0,40.23
103208,2026-04-11,C5715,Customer_2576,Mumbai,Maharashtra,West,Desk,Furniture,5,8500,15,36125.0,6302.51
103209,2025-08-17,C1369,Customer_1580,Delhi,Delhi,North,Laptop,Electronics,3,55000,0,165000.0,31195.74
103210,2025-01-26,C4724,Customer_1904,Hyderabad,Telangana,South,Notebook,Stationery,8,120,20,768.0,145.32
103211,2026-04-01,C5105,Customer_982,Mumbai,Maharashtra,West,Keyboard,Electronics,2,1500,5,2850.0,627.18
103212,2025-12-19,C9077,Customer_1525,Kolkata,West Bengal,East,Laptop,Electronics,6,55000,10,297000.0,51658.23
103213,2025-01-01,C7866,Customer_2469,Chennai,Tamil Nadu,South,Laptop,Electronics,9,55000,10,445500.0,49770.07
103214,2026-06-17,C9900,Customer_1758,Kolkata,West Bengal,East,Laptop,Electronics,5,55000,10,247500.0,57409.29
103215,2026-03-07,C8531,Customer_986,Bengaluru,Karnataka,South,Pen,Stationery,2,25,0,50.0,7.3
103216,2025-02-14,C2359,Customer_1635,Hyderabad,Telangana,South,Monitor,Electronics,5,14000,10,63000.0,9795.8
103217,2025-08-17,C7852,Customer_2720,Pune,Maharashtra,West,Keyboard,Electronics,8,1500,15,10200.0,977.67
103218,2026-01-02,C4603,Customer_2602,Mumbai,Maharashtra,West,Desk,Furniture,10,8500,20,68000.0,6117.26
103219,2025-06-14,C7517,Customer_1212,Bengaluru,Karnataka,South,Desk,Furniture,4,8500,15,28900.0,5863.54
103220,2025-07-04,C6293,Customer_38,Chennai,Tamil Nadu,South,Desk,Furniture,8,8500,15,57800.0,13071.23
103221,2025-06-28,C4483,Customer_1235,Chennai,Tamil Nadu,South,Keyboard,Electronics,4,1500,5,5700.0,1329.02
103222,2025-05-10,C6043,Customer_454,Bengaluru,Karnataka,South,Laptop,Electronics,5,55000,0,275000.0,43241.76
103223,2025-12-02,C9758,Customer_1385,Pune,Maharashtra,West,Notebook,Stationery,4,120,15,408.0,74.28
103224,2026-01-29,C3852,Customer_2044,Pune,Maharashtra,West,Monitor,Electronics,5,14000,20,56000.0,13316.15
103225,2026-04-09,C2006,Customer_980,Kolkata,West Bengal,East,Laptop,Electronics,3,55000,10,148500.0,16033.87
103226,2025-10-26,C6879,Customer_743,Hyderabad,Telangana,South,Chair,Furniture,3,4500,20,10800.0,2323.3
103227,2025-05-23,C9607,Customer_1585,Hyderabad,Telangana,South,Mouse,Electronics,6,700,20,3360.0,795.23
103228,2025-05-24,C8128,Customer_1607,Hyderabad,Telangana,South,Laptop,Electronics,5,55000,0,275000.0,64619.56
103229,2025-10-30,C3571,Customer_2459,Delhi,Delhi,North,Mouse,Electronics,8,700,5,5320.0,515.32
103230,2026-04-21,C9873,Customer_725,Delhi,Delhi,North,Keyboard,Electronics,1,1500,10,1350.0,127.97
103231,2026-02-20,C7266,Customer_2475,Mumbai,Maharashtra,West,Notebook,Stationery,4,120,20,384.0,42.22
103232,2025-05-10,C6815,Customer_136,Hyderabad,Telangana,South,Monitor,Electronics,1,14000,15,11900.0,1399.67
103233,2025-02-16,C5949,Customer_2178,Hyderabad,Telangana,South,Mouse,Electronics,4,700,20,2240.0,238.94
103234,2025-04-08,C1798,Customer_436,Pune,Maharashtra,West,Laptop,Electronics,3,55000,5,156750.0,13741.36
103235,2026-05-17,C8982,Customer_348,Hyderabad,Telangana,South,Chair,Furniture,4,4500,10,16200.0,3000.71
103236,2025-12-16,C8049,Customer_408,Bengaluru,Karnataka,South,Laptop,Electronics,1,55000,0,55000.0,6118.6
103237,2025-10-15,C9064,Customer_263,Kolkata,West Bengal,East,Keyboard,Electronics,3,1500,10,4050.0,583.27
103238,2026-04-06,C3336,Customer_930,Pune,Maharashtra,West,Notebook,Stationery,10,120,10,1080.0,86.85
103239,2025-08-28,C2357,Customer_1578,Bengaluru,Karnataka,South,Desk,Furniture,6,8500,5,48450.0,5002.06
103240,2026-01-21,C5745,Customer_1807,Ahmedabad,Gujarat,West,Monitor,Electronics,9,14000,0,126000.0,16181.78
103241,2025-05-02,C5844,Customer_1445,Chennai,Tamil Nadu,South,Chair,Furniture,8,4500,0,36000.0,7668.11
103242,2026-03-15,C7893,Customer_2915,Hyderabad,Telangana,South,Mouse,Electronics,2,700,15,1190.0,292.25
103243,2026-04-28,C7849,Customer_275,Kolkata,West Bengal,East,Notebook,Stationery,1,120,10,108.0,11.89
103244,2025-11-25,C8811,Customer_2243,Delhi,Delhi,North,Laptop,Electronics,10,55000,5,522500.0,90989.0
103245,2025-05-16,C5028,Customer_284,Bengaluru,Karnataka,South,Pen,Stationery,2,25,20,40.0,3.61
103246,2026-03-29,C1393,Customer_1583,Mumbai,Maharashtra,West,Pen,Stationery,8,25,20,160.0,31.29
103247,2025-06-04,C4250,Customer_2802,Ahmedabad,Gujarat,West,Pen,Stationery,4,25,10,90.0,10.96
103248,2025-03-15,C3261,Customer_1551,Ahmedabad,Gujarat,West,Mouse,Electronics,9,700,10,5670.0,1018.23
103249,2025-03-27,C2361,Customer_1172,Chennai,Tamil Nadu,South,Notebook,Stationery,7,120,5,798.0,187.51
103250,2025-09-08,C8431,Customer_1379,Delhi,Delhi,North,Desk,Furniture,4,8500,0,34000.0,2951.45
103251,2025-09-23,C8165,Customer_1412,Hyderabad,Telangana,South,Keyboard,Electronics,4,1500,0,6000.0,691.32
103252,2026-05-06,C9771,Customer_2923,Kolkata,West Bengal,East,Pen,Stationery,10,25,5,237.5,24.12
103253,2026-05-24,C7762,Customer_1403,Chennai,Tamil Nadu,South,Mouse,Electronics,8,700,20,4480.0,512.02
103254,2025-04-07,C2611,Customer_1126,Mumbai,Maharashtra,West,Notebook,Stationery,4,120,20,384.0,39.82
103255,2026-02-07,C5797,Customer_754,Bengaluru,Karnataka,South,Pen,Stationery,6,25,5,142.5,28.37
103256,2025-05-28,C8992,Customer_750,Kolkata,West Bengal,East,Monitor,Electronics,4,14000,10,50400.0,4577.04
103257,2025-09-12,C9011,Customer_1497,Chennai,Tamil Nadu,South,Notebook,Stationery,6,120,5,684.0,166.61
103258,2026-02-25,C5262,Customer_2167,Kolkata,West Bengal,East,Notebook,Stationery,7,120,20,672.0,107.37
103259,2025-10-13,C5718,Customer_2901,Ahmedabad,Gujarat,West,Desk,Furniture,10,8500,15,72250.0,7742.04
103260,2025-05-22,C6159,Customer_24,Pune,Maharashtra,West,Mouse,Electronics,1,700,10,630.0,93.97
103261,2025-12-08,C2799,Customer_586,Kolkata,West Bengal,East,Keyboard,Electronics,10,1500,15,12750.0,1728.75
103262,2026-05-20,C3938,Customer_2447,Bengaluru,Karnataka,South,Pen,Stationery,3,25,15,63.75,14.59
103263,2025-08-09,C5217,Customer_2806,Hyderabad,Telangana,South,Notebook,Stationery,1,120,20,96.0,14.87
103264,2025-11-05,C8161,Customer_2691,Chennai,Tamil Nadu,South,Keyboard,Electronics,2,1500,5,2850.0,506.84
103265,2025-10-27,C9084,Customer_1891,Pune,Maharashtra,West,Laptop,Electronics,3,55000,5,156750.0,33522.83
103266,2026-04-20,C3243,Customer_1531,Bengaluru,Karnataka,South,Desk,Furniture,6,8500,15,43350.0,8796.44
103267,2025-08-24,C9678,Customer_549,Mumbai,Maharashtra,West,Desk,Furniture,1,8500,15,7225.0,607.76
103268,2025-05-28,C4981,Customer_791,Mumbai,Maharashtra,West,Desk,Furniture,8,8500,20,54400.0,10646.51
103269,2025-10-04,C6188,Customer_263,Ahmedabad,Gujarat,West,Keyboard,Electronics,1,1500,20,1200.0,238.54
103270,2025-07-21,C7668,Customer_2582,Kolkata,West Bengal,East,Monitor,Electronics,7,14000,15,83300.0,6830.4
103271,2025-04-26,C2103,Customer_567,Hyderabad,Telangana,South,Keyboard,Electronics,9,1500,15,11475.0,1309.05
103272,2025-10-02,C3072,Customer_1589,Delhi,Delhi,North,Laptop,Electronics,1,55000,20,44000.0,5705.49
103273,2026-04-08,C7242,Customer_94,Chennai,Tamil Nadu,South,Chair,Furniture,4,4500,5,17100.0,2597.25
103274,2026-01-26,C1142,Customer_1375,Delhi,Delhi,North,Pen,Stationery,8,25,0,200.0,39.71
103275,2026-01-15,C7869,Customer_1147,Chennai,Tamil Nadu,South,Desk,Furniture,7,8500,20,47600.0,4884.89
103276,2026-01-14,C2533,Customer_2310,Bengaluru,Karnataka,South,Mouse,Electronics,4,700,5,2660.0,331.07
103277,2025-12-06,C5780,Customer_1604,Hyderabad,Telangana,South,Notebook,Stationery,1,120,0,120.0,11.18
103278,2025-03-03,C9861,Customer_200,Mumbai,Maharashtra,West,Monitor,Electronics,6,14000,20,67200.0,13548.67
103279,2025-03-04,C5617,Customer_252,Hyderabad,Telangana,South,Laptop,Electronics,5,55000,10,247500.0,46646.26
103280,2026-06-06,C6569,Customer_311,Chennai,Tamil Nadu,South,Chair,Furniture,2,4500,10,8100.0,1206.6
103281,2025-04-16,C5496,Customer_2110,Hyderabad,Telangana,South,Notebook,Stationery,4,120,20,384.0,72.13
103282,2026-06-02,C1818,Customer_808,Hyderabad,Telangana,South,Monitor,Electronics,5,14000,15,59500.0,7993.96
103283,2025-11-22,C7249,Customer_1155,Bengaluru,Karnataka,South,Laptop,Electronics,2,55000,15,93500.0,15686.9
103284,2025-02-06,C2494,Customer_2492,Ahmedabad,Gujarat,West,Mouse,Electronics,8,700,15,4760.0,824.98
103285,2026-06-24,C4345,Customer_1982,Bengaluru,Karnataka,South,Keyboard,Electronics,8,1500,0,12000.0,1785.79
103286,2026-02-03,C7951,Customer_2120,Mumbai,Maharashtra,West,Pen,Stationery,2,25,0,50.0,7.11
103287,2026-01-30,C8185,Customer_1460,Kolkata,West Bengal,East,Mouse,Electronics,2,700,20,1120.0,198.37
103288,2025-02-12,C6256,Customer_116,Hyderabad,Telangana,South,Chair,Furniture,3,4500,15,11475.0,1046.11
103289,2025-03-10,C6697,Customer_1729,Pune,Maharashtra,West,Chair,Furniture,6,4500,5,25650.0,3166.47
103290,2026-01-09,C4922,Customer_1014,Pune,Maharashtra,West,Monitor,Electronics,3,14000,20,33600.0,4799.26
103291,2025-05-26,C2544,Customer_1918,Delhi,Delhi,North,Desk,Furniture,3,8500,15,21675.0,3208.56
103292,2025-12-05,C9837,Customer_1097,Ahmedabad,Gujarat,West,Notebook,Stationery,9,120,0,1080.0,98.62
103293,2025-08-02,C1070,Customer_830,Kolkata,West Bengal,East,Pen,Stationery,9,25,15,191.25,34.96
103294,2026-04-19,C3928,Customer_1962,Bengaluru,Karnataka,South,Keyboard,Electronics,9,1500,10,12150.0,1394.41
103295,2025-08-16,C5178,Customer_1298,Kolkata,West Bengal,East,Pen,Stationery,10,25,20,200.0,43.58
103296,2026-06-15,C7072,Customer_1229,Mumbai,Maharashtra,West,Notebook,Stationery,1,120,5,114.0,15.32
103297,2026-04-24,C4120,Customer_32,Kolkata,West Bengal,East,Mouse,Electronics,4,700,0,2800.0,606.6
103298,2025-08-18,C3734,Customer_1982,Ahmedabad,Gujarat,West,Keyboard,Electronics,1,1500,15,1275.0,267.93
103299,2026-05-29,C5792,Customer_575,Ahmedabad,Gujarat,West,Monitor,Electronics,8,14000,0,112000.0,11261.38
103300,2025-07-23,C1017,Customer_2469,Pune,Maharashtra,West,Keyboard,Electronics,8,1500,20,9600.0,2271.96
103301,2025-02-19,C3319,Customer_2935,Bengaluru,Karnataka,South,Laptop,Electronics,8,55000,0,440000.0,46152.73
103302,2026-05-16,C4548,Customer_2777,Chennai,Tamil Nadu,South,Keyboard,Electronics,4,1500,10,5400.0,1051.77
103303,2025-04-07,C7999,Customer_493,Bengaluru,Karnataka,South,Notebook,Stationery,8,120,15,816.0,201.98
103304,2026-03-21,C6732,Customer_1634,Ahmedabad,Gujarat,West,Mouse,Electronics,7,700,10,4410.0,884.92
103305,2026-01-22,C9585,Customer_961,Kolkata,West Bengal,East,Monitor,Electronics,7,14000,10,88200.0,7666.13
103306,2026-01-11,C3495,Customer_662,Hyderabad,Telangana,South,Desk,Furniture,5,8500,0,42500.0,3526.19
103307,2026-04-15,C4281,Customer_2845,Chennai,Tamil Nadu,South,Keyboard,Electronics,7,1500,10,9450.0,1071.32
103308,2025-09-22,C4995,Customer_2555,Delhi,Delhi,North,Keyboard,Electronics,2,1500,20,2400.0,222.98
103309,2026-05-05,C4985,Customer_1726,Bengaluru,Karnataka,South,Monitor,Electronics,1,14000,10,12600.0,2493.0
103310,2025-04-28,C2353,Customer_1347,Bengaluru,Karnataka,South,Mouse,Electronics,6,700,15,3570.0,764.2
103311,2025-06-05,C7865,Customer_37,Bengaluru,Karnataka,South,Mouse,Electronics,1,700,0,700.0,103.24
103312,2025-08-02,C5286,Customer_1920,Bengaluru,Karnataka,South,Laptop,Electronics,3,55000,15,140250.0,19532.67
103313,2025-10-23,C9316,Customer_2050,Pune,Maharashtra,West,Monitor,Electronics,9,14000,5,119700.0,14066.15
103314,2025-04-21,C5647,Customer_2337,Hyderabad,Telangana,South,Notebook,Stationery,8,120,0,960.0,174.74
103315,2026-01-29,C4972,Customer_2912,Kolkata,West Bengal,East,Monitor,Electronics,10,14000,0,140000.0,30673.21
103316,2025-01-24,C4402,Customer_376,Kolkata,West Bengal,East,Pen,Stationery,5,25,5,118.75,25.9
103317,2026-06-15,C3326,Customer_1272,Ahmedabad,Gujarat,West,Keyboard,Electronics,7,1500,15,8925.0,1267.59
103318,2026-05-26,C3105,Customer_1189,Kolkata,West Bengal,East,Notebook,Stationery,5,120,20,480.0,111.97
103319,2026-02-05,C1813,Customer_354,Bengaluru,Karnataka,South,Laptop,Electronics,1,55000,5,52250.0,4364.68
103320,2025-01-25,C6536,Customer_1147,Chennai,Tamil Nadu,South,Pen,Stationery,1,25,10,22.5,2.13
103321,2025-07-27,C1934,Customer_2642,Hyderabad,Telangana,South,Keyboard,Electronics,8,1500,0,12000.0,1777.31
103322,2025-08-11,C7248,Customer_2451,Hyderabad,Telangana,South,Chair,Furniture,6,4500,15,22950.0,5132.83
103323,2025-02-08,C1858,Customer_2156,Hyderabad,Telangana,South,Laptop,Electronics,2,55000,0,110000.0,9863.36
103324,2025-01-04,C6074,Customer_2178,Hyderabad,Telangana,South,Mouse,Electronics,9,700,15,5355.0,902.73
103325,2025-10-13,C2056,Customer_1373,Bengaluru,Karnataka,South,Keyboard,Electronics,9,1500,5,12825.0,1758.39
103326,2025-09-26,C4614,Customer_2595,Delhi,Delhi,North,Laptop,Electronics,10,55000,5,522500.0,46185.2
103327,2026-03-04,C7453,Customer_698,Ahmedabad,Gujarat,West,Pen,Stationery,7,25,0,175.0,21.21
103328,2026-03-16,C9518,Customer_274,Bengaluru,Karnataka,South,Mouse,Electronics,3,700,5,1995.0,388.32
103329,2025-01-04,C6693,Customer_2941,Pune,Maharashtra,West,Desk,Furniture,8,8500,10,61200.0,12897.75
103330,2025-08-06,C5006,Customer_35,Hyderabad,Telangana,South,Mouse,Electronics,2,700,0,1400.0,345.12
103331,2026-05-31,C5754,Customer_572,Kolkata,West Bengal,East,Monitor,Electronics,4,14000,20,44800.0,6994.94
103332,2025-08-27,C8772,Customer_1672,Mumbai,Maharashtra,West,Mouse,Electronics,5,700,5,3325.0,643.17
103333,2026-03-14,C8846,Customer_2827,Pune,Maharashtra,West,Laptop,Electronics,2,55000,15,93500.0,20391.42
103334,2025-05-09,C9696,Customer_2223,Mumbai,Maharashtra,West,Monitor,Electronics,8,14000,15,95200.0,21691.76
103335,2026-01-02,C1402,Customer_360,Hyderabad,Telangana,South,Pen,Stationery,4,25,15,85.0,14.67
103336,2025-06-12,C4015,Customer_1742,Kolkata,West Bengal,East,Keyboard,Electronics,8,1500,15,10200.0,1114.07
103337,2026-06-12,C1183,Customer_2335,Kolkata,West Bengal,East,Pen,Stationery,8,25,20,160.0,35.4
103338,2025-11-29,C3769,Customer_768,Hyderabad,Telangana,South,Monitor,Electronics,7,14000,0,98000.0,23660.38
103339,2025-11-22,C9772,Customer_435,Bengaluru,Karnataka,South,Monitor,Electronics,5,14000,20,56000.0,10037.13
103340,2026-04-22,C3495,Customer_1777,Delhi,Delhi,North,Notebook,Stationery,6,120,20,576.0,92.75
103341,2025-07-12,C7051,Customer_2180,Pune,Maharashtra,West,Monitor,Electronics,7,14000,10,88200.0,7429.91
103342,2025-10-25,C3044,Customer_1806,Bengaluru,Karnataka,South,Notebook,Stationery,1,120,0,120.0,28.34
103343,2025-07-12,C2146,Customer_570,Mumbai,Maharashtra,West,Pen,Stationery,6,25,15,127.5,22.15
103344,2026-03-28,C2315,Customer_2656,Pune,Maharashtra,West,Pen,Stationery,6,25,0,150.0,25.63
103345,2026-01-05,C1714,Customer_18,Mumbai,Maharashtra,West,Desk,Furniture,9,8500,15,65025.0,5637.29
103346,2025-07-05,C9566,Customer_1832,Delhi,Delhi,North,Desk,Furniture,5,8500,20,34000.0,6789.15
103347,2025-01-18,C3314,Customer_2416,Ahmedabad,Gujarat,West,Notebook,Stationery,8,120,0,960.0,179.04
103348,2025-06-03,C6568,Customer_2596,Hyderabad,Telangana,South,Laptop,Electronics,2,55000,0,110000.0,22471.32
103349,2025-02-06,C9083,Customer_1128,Bengaluru,Karnataka,South,Mouse,Electronics,9,700,15,5355.0,1189.1
103350,2025-07-05,C3655,Customer_931,Delhi,Delhi,North,Laptop,Electronics,7,55000,20,308000.0,42684.8
103351,2025-01-17,C7298,Customer_689,Hyderabad,Telangana,South,Pen,Stationery,10,25,5,237.5,52.14
103352,2025-05-20,C5287,Customer_708,Bengaluru,Karnataka,South,Laptop,Electronics,8,55000,5,418000.0,34847.91
103353,2026-04-08,C6955,Customer_980,Kolkata,West Bengal,East,Pen,Stationery,3,25,10,67.5,13.45
103354,2025-04-05,C5539,Customer_1250,Ahmedabad,Gujarat,West,Desk,Furniture,1,8500,10,7650.0,1255.51
103355,2026-01-25,C9892,Customer_2020,Kolkata,West Bengal,East,Notebook,Stationery,7,120,15,714.0,88.16
103356,2025-08-13,C5167,Customer_1353,Hyderabad,Telangana,South,Notebook,Stationery,5,120,10,540.0,129.47
103357,2026-03-05,C6798,Customer_2106,Mumbai,Maharashtra,West,Desk,Furniture,7,8500,15,50575.0,11752.36
103358,2025-08-23,C6786,Customer_2683,Hyderabad,Telangana,South,Desk,Furniture,9,8500,5,72675.0,15531.62
103359,2026-02-06,C5910,Customer_2121,Kolkata,West Bengal,East,Keyboard,Electronics,7,1500,15,8925.0,1041.47
103360,2026-04-17,C8745,Customer_1495,Pune,Maharashtra,West,Chair,Furniture,3,4500,0,13500.0,3055.25
103361,2025-06-12,C7693,Customer_2499,Ahmedabad,Gujarat,West,Laptop,Electronics,9,55000,20,396000.0,51251.79
103362,2026-03-17,C6524,Customer_2194,Hyderabad,Telangana,South,Desk,Furniture,5,8500,5,40375.0,9210.16
103363,2025-03-03,C6917,Customer_2953,Bengaluru,Karnataka,South,Notebook,Stationery,1,120,10,108.0,14.5
103364,2025-06-19,C1134,Customer_210,Bengaluru,Karnataka,South,Keyboard,Electronics,9,1500,10,12150.0,1800.04
103365,2025-07-20,C1748,Customer_2855,Ahmedabad,Gujarat,West,Chair,Furniture,5,4500,5,21375.0,5044.93
103366,2025-11-19,C5417,Customer_2601,Ahmedabad,Gujarat,West,Monitor,Electronics,4,14000,15,47600.0,11147.33
103367,2025-03-06,C7909,Customer_565,Pune,Maharashtra,West,Laptop,Electronics,4,55000,20,176000.0,41767.25
103368,2025-05-16,C1079,Customer_1229,Pune,Maharashtra,West,Notebook,Stationery,2,120,10,216.0,18.69
103369,2025-08-03,C6626,Customer_930,Pune,Maharashtra,West,Laptop,Electronics,3,55000,20,132000.0,12674.15
103370,2025-08-27,C4666,Customer_2014,Mumbai,Maharashtra,West,Keyboard,Electronics,8,1500,20,9600.0,1200.19
103371,2025-09-02,C6776,Customer_2360,Pune,Maharashtra,West,Chair,Furniture,2,4500,0,9000.0,890.86
103372,2026-04-17,C5328,Customer_611,Bengaluru,Karnataka,South,Desk,Furniture,3,8500,15,21675.0,3053.03
103373,2025-02-22,C9578,Customer_1489,Kolkata,West Bengal,East,Pen,Stationery,3,25,10,67.5,6.67
103374,2025-12-25,C6710,Customer_1199,Ahmedabad,Gujarat,West,Chair,Furniture,9,4500,5,38475.0,6701.62
103375,2025-03-24,C4803,Customer_1328,Pune,Maharashtra,West,Mouse,Electronics,5,700,15,2975.0,732.02
103376,2026-01-02,C6122,Customer_2803,Mumbai,Maharashtra,West,Mouse,Electronics,8,700,10,5040.0,697.96
103377,2025-07-10,C9909,Customer_441,Hyderabad,Telangana,South,Monitor,Electronics,1,14000,15,11900.0,1226.55
103378,2026-01-30,C2564,Customer_576,Kolkata,West Bengal,East,Monitor,Electronics,4,14000,5,53200.0,8255.82
103379,2025-06-20,C7969,Customer_1055,Mumbai,Maharashtra,West,Notebook,Stationery,8,120,10,864.0,210.61
103380,2026-06-23,C2941,Customer_2094,Mumbai,Maharashtra,West,Keyboard,Electronics,7,1500,0,10500.0,1756.95
103381,2025-03-02,C7945,Customer_2339,Ahmedabad,Gujarat,West,Pen,Stationery,3,25,0,75.0,13.51
103382,2025-08-29,C6505,Customer_303,Hyderabad,Telangana,South,Mouse,Electronics,10,700,15,5950.0,719.26
103383,2025-12-04,C9844,Customer_586,Kolkata,West Bengal,East,Monitor,Electronics,1,14000,10,12600.0,1726.83
103384,2025-04-13,C3838,Customer_882,Delhi,Delhi,North,Pen,Stationery,8,25,5,190.0,37.06
103385,2025-02-09,C6055,Customer_2057,Chennai,Tamil Nadu,South,Chair,Furniture,9,4500,20,32400.0,5514.5
103386,2026-01-14,C4969,Customer_1642,Pune,Maharashtra,West,Mouse,Electronics,5,700,5,3325.0,298.32
103387,2025-09-01,C2754,Customer_1009,Chennai,Tamil Nadu,South,Notebook,Stationery,1,120,5,114.0,19.84
